satellite,orbit_index,location_index,lat,lon,fire,user_request,start_utc,end_utc,duration_min
Global-19,376,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-03T19:52:00+00:00Z,2025-07-03T19:55:00+00:00Z,3.0
Global-19,377,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-03T21:28:00+00:00Z,2025-07-03T21:34:00+00:00Z,6.0
Global-19,397,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-04T12:31:00+00:00Z,2025-07-04T12:32:00+00:00Z,1.0
Global-19,398,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-04T14:06:00+00:00Z,2025-07-04T14:12:00+00:00Z,6.0
Global-19,414,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-04T20:40:00+00:00Z,2025-07-04T20:45:00+00:00Z,5.0
Global-19,445,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-05T13:17:00+00:00Z,2025-07-05T13:23:00+00:00Z,6.0
Global-19,449,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-05T19:51:00+00:00Z,2025-07-05T19:56:00+00:00Z,5.0
Global-19,450,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-05T21:29:00+00:00Z,2025-07-05T21:32:00+00:00Z,3.0
Global-19,482,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-06T12:29:00+00:00Z,2025-07-06T12:34:00+00:00Z,5.0
Global-19,483,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-06T14:07:00+00:00Z,2025-07-06T14:11:00+00:00Z,4.0
Global-19,497,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-06T19:02:00+00:00Z,2025-07-06T19:07:00+00:00Z,5.0
Global-19,498,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-06T20:40:00+00:00Z,2025-07-06T20:45:00+00:00Z,5.0
Global-19,518,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-07T11:40:00+00:00Z,2025-07-07T11:45:00+00:00Z,5.0
Global-19,519,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-07T13:18:00+00:00Z,2025-07-07T13:22:00+00:00Z,4.0
Global-19,533,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-07T18:14:00+00:00Z,2025-07-07T18:17:00+00:00Z,3.0
Global-19,534,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-07T19:51:00+00:00Z,2025-07-07T19:56:00+00:00Z,5.0
Global-19,565,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-08T10:52:00+00:00Z,2025-07-08T10:55:00+00:00Z,3.0
Global-19,566,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-08T12:28:00+00:00Z,2025-07-08T12:34:00+00:00Z,6.0
Global-19,569,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-08T17:26:00+00:00Z,2025-07-08T17:27:00+00:00Z,1.0
Global-19,570,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-08T19:02:00+00:00Z,2025-07-08T19:07:00+00:00Z,5.0
Global-19,602,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-09T11:39:00+00:00Z,2025-07-09T11:45:00+00:00Z,6.0
Global-19,617,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-09T18:13:00+00:00Z,2025-07-09T18:18:00+00:00Z,5.0
Global-19,618,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-09T19:52:00+00:00Z,2025-07-09T19:53:00+00:00Z,1.0
Global-19,638,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-10T10:50:00+00:00Z,2025-07-10T10:56:00+00:00Z,6.0
Global-19,650,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-10T12:29:00+00:00Z,2025-07-10T12:32:00+00:00Z,3.0
Global-19,653,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-10T17:24:00+00:00Z,2025-07-10T17:29:00+00:00Z,5.0
Global-19,654,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-10T19:02:00+00:00Z,2025-07-10T19:06:00+00:00Z,4.0
Global-19,684,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-11T10:01:00+00:00Z,2025-07-11T10:06:00+00:00Z,5.0
Global-19,685,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-11T11:39:00+00:00Z,2025-07-11T11:43:00+00:00Z,4.0
